repo;pouet;numL;page;page-href;linkToRepo;linkToDockerfile
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=82&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/clojure.dockerfile"
"micloud-dockers/apache2";"FROM debian";"1";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micloud-dockers/apache2";"/micloud-dockers/apache2/blob/05a2c441192f51bcc29a76a60cc22f187faaf23c/Dockerfile"
"magenete/site";"RUN apt-get -yqq update && apt-get -yqq upgrade";"5";"Previous";"https://github.com/search?p=48&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/magenete/site";"/magenete/site/blob/541804baedd8875b9daa68bfaac686be37b6e16a/docker/Dockerfile"
"csmarosi/dockerFiles";"FROM xrdp_base";"1";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/csmarosi/dockerFiles";"/csmarosi/dockerFiles/blob/57d840ca9b651138d64cac70e531a54516d0be17/xrdp_firefox/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=88&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/slang.dockerfile"
"Evertvandenbruel/yolo-octo-wallhack";"FROM ruby:2.2";"1";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Evertvandenbruel/yolo-octo-wallhack";"/Evertvandenbruel/yolo-octo-wallhack/blob/a2678869c95c313344926f5d7c89b3c0476924fa/Dockerfile"
"rhrhunter/sudoku_solver";"";"2";"Previous";"https://github.com/search?p=23&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rhrhunter/sudoku_solver";"/rhrhunter/sudoku_solver/blob/06fdcf23a1c908eca1f8b8e0bafd1d7c1ae690bf/Dockerfile"
"dininski/learn-code-project";"RUN apt-get update && apt-get install php5 -y";"5";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dininski/learn-code-project";"/dininski/learn-code-project/blob/bba4419cb37b3cfcc9dfb4c21788be8f133e619f/Dockerfiles/php/Dockerfile"
"Bkjeholt/basic-core";"apt-get install -y php5-cli vim";"5";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Bkjeholt/basic-core";"/Bkjeholt/basic-core/blob/a733c4c46ddfb9721caee8e51284c15ca7b31e60/Dockerfile"
"jiamaoweilie/docker-wget";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=66&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jiamaoweilie/docker-wget";"/jiamaoweilie/docker-wget/blob/fef2870d9d22438b4cc2b2395190ba310c5429da/Dockerfile"
"tmate/mdocker-tmate";"apt-get update && apt-get install -y git";"4";"Previous";"https://github.com/search?p=74&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tmate/mdocker-tmate";"/tmate/mdocker-tmate/blob/f9f0e06a40c5d0a26309d685d476782d665786a4/git/Dockerfile"
"iansmith/machineroom";"RUN sudo apt-get update -q";"2";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/iansmith/machineroom";"/iansmith/machineroom/blob/986ac0d0420bbf01ce76f98f83442d80b49f0f53/dnstester/Dockerfile"
"aaronpederson/docker-fish";"RUN yes | apt-get install fish";"4";"Previous";"https://github.com/search?p=35&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aaronpederson/docker-fish";"/aaronpederson/docker-fish/blob/789e4643be7787e185b9c7373c0825e3468bc196/release/Dockerfile"
"RubiconPHP/docker-ci";"RUN docker-php-ext-install zip";"6";"Previous";"https://github.com/search?p=95&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/RubiconPHP/docker-ci";"/RubiconPHP/docker-ci/blob/08735cb4213ddc166fdea5f270a5b30fa41560c3/Dockerfile"
"raphiz/drone-php";"# Install git";"3";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/raphiz/drone-php";"/raphiz/drone-php/blob/e3521d15206d572c19853502f900fc2731946eb6/5.4.33-minimal/Dockerfile"
"pjcuadra/dnsmasq-docker";"";"4";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/pjcuadra/dnsmasq-docker";"/pjcuadra/dnsmasq-docker/blob/470839e6f07a3ad43651455f82300f8c6b4859ee/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/scala.dockerfile"
"renra/dockerfiles";"";"2";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/renra/dockerfiles";"/renra/dockerfiles/blob/10eea6159cea3620d12cfbaf06e6971fe7f09b02/build-essential/Dockerfile"
"rdammkoehler/roman_numeral_calculator";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rdammkoehler/roman_numeral_calculator";"/rdammkoehler/roman_numeral_calculator/blob/c9fae8c5508c55462048f7c7b6324cc4b773397a/docker/Dockerfile"
"st3w4r/42-pool_ocaml";"RUN apt-get upgrade";"3";"Previous";"https://github.com/search?p=14&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/st3w4r/42-pool_ocaml";"/st3w4r/42-pool_ocaml/blob/4237b5e60b7d214c0fa327e959d23d587c7e03a8/Dockerfile"
"coderjourney/01-learn-the-basics-of-docker";"CMD bash";"5";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/coderjourney/01-learn-the-basics-of-docker";"/coderjourney/01-learn-the-basics-of-docker/blob/749511a002368ece24fa5ad0abb3c9bef95dfaa6/Dockerfile"
"fits/try_samples";"";"2";"Previous";"https://github.com/search?p=64&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/docker/python3_keras/Dockerfile"
"suchkultur/sidomotest";"RUN apt-get update && apt-get install -y libav-tools libavcodec-extra wget";"2";"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/suchkultur/sidomotest";"/suchkultur/sidomotest/blob/5fa813aeb77b856c90b96fbfe0b9a7eff669f304/avconv/Dockerfile"
"offfffz/base-images";"RUN gem install rails";"6";"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/offfffz/base-images";"/offfffz/base-images/blob/36205a12dc4b56589446d6e1123262bc31300612/rails-nodejs/Dockerfile"
"Faerbit/Saxum";"run apt-get upgrade -y";"4";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Faerbit/Saxum";"/Faerbit/Saxum/blob/3b255142337e08988f2b4f1f56d6e061e8754336/Dockerfile"
"keyeleo/private";"#RUN apt-get -y install ruby-dev";"8";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/keyeleo/private";"/keyeleo/private/blob/fdd8851567cec11dd01f680f12a151957b7f944b/docker/redis/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/falcon.dockerfile"
"frioux/s3cmd.dkr";"VOLUME [""/.s3cmd""]";"5";"Previous";"https://github.com/search?p=56&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/frioux/s3cmd.dkr";"/frioux/s3cmd.dkr/blob/2414f8f9993b5cd30c80f66ded64d82922c71f39/Dockerfile"
"aplicacionesnubemcicud/Documentacion2016-1";"FROM ubuntu:trusty";"1";"Previous";"https://github.com/search?p=74&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aplicacionesnubemcicud/Documentacion2016-1";"/aplicacionesnubemcicud/Documentacion2016-1/blob/e69ba51232974eced4a74b494fe209c2998f61f2/curso_nube_2016-1/talleres/Talleres_desarrollo/Yeny%20Mu%C3%B1oz%20-%20Julian%20Moreno/Taller7/Dockerfile"
"oldhill/dockerfiles";"FROM debian:latest";"1";"Previous";"https://github.com/search?p=76&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/oldhill/dockerfiles";"/oldhill/dockerfiles/blob/521ce54a91ae3b6aaacf8579459b6211861cd915/apache-bench/Dockerfile"
"yuvaraj951/grafar";"";"4";"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yuvaraj951/grafar";"/yuvaraj951/grafar/blob/7035e3a258a3bcd526451cc7c0f595166edc974b/docker/debtest/Dockerfile"
"moonscale/ssh-client";"";"2";"Previous";"https://github.com/search?p=94&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moonscale/ssh-client";"/moonscale/ssh-client/blob/0aa363fa23e32a0521d5534ba78da01ae4179f41/Dockerfile"
"jglee1/debian-python3";"RUN apt-get update && apt-get -y install python3 && apt-get clean";"2";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jglee1/debian-python3";"/jglee1/debian-python3/blob/293f712d4c3792c6fb598d88ee06b4a79a37ae28/Dockerfile"
"pfadipatria/dockerfiles";"apt-get install libmysqlclient-dev -y";"5";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/pfadipatria/dockerfiles";"/pfadipatria/dockerfiles/blob/06c89a1821ff701c36fb17a3716c2b2a5dbfc274/ruby-1.9.3/Dockerfile"
"Evertvandenbruel/yolo-octo-wallhack";"RUN apt-get install -y libxml2-dev libxslt1-dev";"6";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Evertvandenbruel/yolo-octo-wallhack";"/Evertvandenbruel/yolo-octo-wallhack/blob/a2678869c95c313344926f5d7c89b3c0476924fa/Dockerfile"
"LeonardA-L/fiddlegram";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/LeonardA-L/fiddlegram";"/LeonardA-L/fiddlegram/blob/c537b49c02f0e2cbd1d9ceb9bec0a6855b66aca8/dockerImages/erlangImage/Dockerfile"
"ejlb/elf-x86-appender";"RUN apt-get -y install gdb";"5";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ejlb/elf-x86-appender";"/ejlb/elf-x86-appender/blob/ab3f5fb3900c4cbb6fd97a2118a0d0c6b2dbe344/Dockerfile"
"LeonardA-L/fiddlegram";"RUN apt-get update -y";"2";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/LeonardA-L/fiddlegram";"/LeonardA-L/fiddlegram/blob/c537b49c02f0e2cbd1d9ceb9bec0a6855b66aca8/dockerImages/phpImage/Dockerfile"
"moul/docker-dput";"";"2";"Previous";"https://github.com/search?p=58&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moul/docker-dput";"/moul/docker-dput/blob/766eff3f6bffec811b741f296f6570497d5f164c/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=85&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/haxe.dockerfile"
"yhung124/multi-docker";"";"2";"Previous";"https://github.com/search?p=29&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yhung124/multi-docker";"/yhung124/multi-docker/blob/279efee86d47864fb2952cb9a21de71cf4cd6a7e/project-1/Dockerfile"
"ocaorg/nginx-proxy";"FROM jwilder/nginx-proxy:0.4.0";"1";"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ocaorg/nginx-proxy";"/ocaorg/nginx-proxy/blob/578349327c5f8f1ce382492d8151c6cf9c446e0c/Dockerfile"
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=88&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/smalltalk.dockerfile"
"sasasin/jisui-linux";"RUN apt-get install -y bash-completion";"8";"Previous";"https://github.com/search?p=26&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sasasin/jisui-linux";"/sasasin/jisui-linux/blob/bcab9c7055887f12325aa0f8478dccd8f599041d/Dockerfile"
"yyuzhong/usedocker";"FROM gcc:4.9";"1";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yyuzhong/usedocker";"/yyuzhong/usedocker/blob/e20cb85e45dc53a75e6f4193d54718be2f1a646b/pl/Dockerfile"
"agnsal/docker-32bit-ubuntu-apache";"RUN apt-get -y upgrade";"4";"Previous";"https://github.com/search?p=38&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/agnsal/docker-32bit-ubuntu-apache";"/agnsal/docker-32bit-ubuntu-apache/blob/5108281a5e321e416e640eb147fd716735ead834/Dockerfile"
"bkozak-scanimetrics/grafana";"RUN apt-get update && apt-get install -y vim";"3";"Previous";"https://github.com/search?p=50&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bkozak-scanimetrics/grafana";"/bkozak-scanimetrics/grafana/blob/d0ca4ca3cdd39577f956b142168cd36d69c8b794/docker/debtest/Dockerfile"
"mkuzmin/terraform-vsphere";"RUN export DEBIAN_FRONTEND=noninteractive && \";"2";"Previous";"https://github.com/search?p=77&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mkuzmin/terraform-vsphere";"/mkuzmin/terraform-vsphere/blob/58f5cdc373bde79d6fb56b08a0ba5a3e87a3ad2a/docker/Dockerfile"
"synopsisdevs/docker-centerim";"RUN apt-get update && apt-get install -y centerim-utf8 && apt-get clean";"5";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/synopsisdevs/docker-centerim";"/synopsisdevs/docker-centerim/blob/031816859cf5eb853639d69f63120c0ade1f77b0/Dockerfile"
"tejksat/docker-and-git";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tejksat/docker-and-git";"/tejksat/docker-and-git/blob/f01790293536a861eb8ede88db5a1e727701f191/Dockerfile"
"tejksat/docker-and-git";"git";"4";"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tejksat/docker-and-git";"/tejksat/docker-and-git/blob/f01790293536a861eb8ede88db5a1e727701f191/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/scala.dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/forth.dockerfile"
"stackhub/service-logspout";"FROM ubuntu-debootstrap";"1";"Previous";"https://github.com/search?p=76&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/stackhub/service-logspout";"/stackhub/service-logspout/blob/5f6f2f724dbe437f4220cadfe8b0cfac458d6a0b/1.2/logspout/debug/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/fortran77.dockerfile"
"jillza/eservice";"&& apt-get install -y unzip \";"4";"Previous";"https://github.com/search?p=12&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jillza/eservice";"/jillza/eservice/blob/6291ea29ca90f605f90a44798bfbf8505a049e34/build/web/Dockerfile"
"rpsingh2/HW4";"RUN sudo apt-get install -y socat";"4";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rpsingh2/HW4";"/rpsingh2/HW4/blob/7efd6b2a3baa0019722c99a4a325b16f64086f19/HW4/Part1/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/erlang.dockerfile"
"yamamuteki/paiza-docker";"RUN apt-get install -y binutils";"7";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yamamuteki/paiza-docker";"/yamamuteki/paiza-docker/blob/8b3e92dc6af4168a67fe46ad4ae37543306a1c02/image-ubuntu-dev/Dockerfile"
"fluxcapacitor/package.ml";"&& apt-get install -y zip \";"9";"Previous";"https://github.com/search?p=74&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fluxcapacitor/package.ml";"/fluxcapacitor/package.ml/blob/24b227bf2c06ae4472b3a22ec6ef5614da8f58d5/ubuntu/14.04/Dockerfile"
"lborguetti/debian-tools";"&& apt-get -y install iperf \";"5";"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lborguetti/debian-tools";"/lborguetti/debian-tools/blob/6c2dd37f83a8c8ec163cdd39c3bbcd3abbafb895/Dockerfile"
"jessedusty/stuff-server";"RUN pip install pymongo";"5";"Previous";"https://github.com/search?p=96&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jessedusty/stuff-server";"/jessedusty/stuff-server/blob/a500993aed4c0ac181565c0da329996bcefe45dd/Dockerfile"
"tothanhcong/congtodockerfile";"RUN apt-get install curl -y";"3";"Previous";"https://github.com/search?p=15&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tothanhcong/congtodockerfile";"/tothanhcong/congtodockerfile/blob/ed9352fe469e0cf45e6711b61f349e8ff0fb2ad4/Dockerfile"
"CocaCola183/image_transformer";"RUN apt-get update && apt-get install -y imagemagick --fix-missing";"3";"Previous";"https://github.com/search?p=70&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/CocaCola183/image_transformer";"/CocaCola183/image_transformer/blob/014e278863f852cf4b5dbe9c7987e23103b6b1e6/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/pike.dockerfile"
"luissantos/jackson-test";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/luissantos/jackson-test";"/luissantos/jackson-test/blob/0aea645e3380b17ed02f83d3218622de0d555ef6/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/falcon.dockerfile"
"itiqiti/docker-empty";"apt-get install -y \";"4";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/itiqiti/docker-empty";"/itiqiti/docker-empty/blob/53b6688eb93305eafa92ed94b9f0eb45371968a5/Dockerfile"
"Eunix/drone-docker-inpos-core";"FROM library/ruby:2.2.3";"1";"Previous";"https://github.com/search?p=52&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Eunix/drone-docker-inpos-core";"/Eunix/drone-docker-inpos-core/blob/085cd59a25c9f8309d4d8627b2a05c94bdef0d98/2.2.3/Dockerfile"
"AGrzes/presentation-git";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=22&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/AGrzes/presentation-git";"/AGrzes/presentation-git/blob/0b45f33cf955a933b17ffa45eb218fc2acb2e6ac/docker/Dockerfile"
"coduno/docker";"RUN apt-get update -y && apt-get install golang -y";"2";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/coduno/docker";"/coduno/docker/blob/3d6c6a3ae7fca8a050f5cc81e53651cb36d19627/go/Dockerfile"
"aaronpederson/docker-fish";"FROM aaronpederson/ubuntu";"1";"Previous";"https://github.com/search?p=35&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aaronpederson/docker-fish";"/aaronpederson/docker-fish/blob/789e4643be7787e185b9c7373c0825e3468bc196/release/Dockerfile"
"micloud-dockers/apache2";"";"2";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micloud-dockers/apache2";"/micloud-dockers/apache2/blob/05a2c441192f51bcc29a76a60cc22f187faaf23c/Dockerfile"
"docker-build/bind9";"RUN apt-get update; apt-get -y upgrade";"3";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/docker-build/bind9";"/docker-build/bind9/blob/ec4a6b4128f393dd4dd248e79e8535d8cf2bd6ae/Dockerfile"
"sjfloat/dockerfiles";"run apt-get install -y openjdk-7-jdk";"5";"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sjfloat/dockerfiles";"/sjfloat/dockerfiles/blob/70c708f81cfedc82c1bb9f3beabda1872244a831/debian-jdk7/Dockerfile"
"AGrzes/presentation-git";"RUN apt-get install -qqy git nano";"3";"Previous";"https://github.com/search?p=21&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/AGrzes/presentation-git";"/AGrzes/presentation-git/blob/0b45f33cf955a933b17ffa45eb218fc2acb2e6ac/docker/Dockerfile"
"TomScotch/workspace";"RUN apt-get install -y weplab # wep hack";"6";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TomScotch/workspace";"/TomScotch/workspace/blob/0b662d358d586a2637e4603917ea4105ed281638/crack-utils/Dockerfile"
"LeonardA-L/fiddlegram";"RUN apt-get update -y";"2";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/LeonardA-L/fiddlegram";"/LeonardA-L/fiddlegram/blob/c537b49c02f0e2cbd1d9ceb9bec0a6855b66aca8/dockerImages/haskellImage/Dockerfile"
"ericdaat/Docker";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=67&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ericdaat/Docker";"/ericdaat/Docker/blob/c6f1437ed3c348075acdc4088dcc9d76f5bad83f/nginx/Dockerfile"
"dgageot/quine-relay";"RUN apt-get update -qq && apt-get install -y clojure1.6";"3";"Previous";"https://github.com/search?p=82&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/clojure.dockerfile"
"kintomiko/yl-base";"FROM ubuntu:trusty";"1";"Previous";"https://github.com/search?p=58&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kintomiko/yl-base";"/kintomiko/yl-base/blob/48d4c7039856fa3b6264c7e43f6d42fb0ca59f84/Dockerfile"
"InternalError503/cyberfox";"RUN apt-get update && apt-get install -qy snapcraft bzip2 curl && apt-get clean";"3";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/InternalError503/cyberfox";"/InternalError503/cyberfox/blob/b016c6c2e1b5812872c3eb13d1be7d04cc7af3a4/release/docker/firefox-snap/Dockerfile"
"magenete/site";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=48&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/magenete/site";"/magenete/site/blob/541804baedd8875b9daa68bfaac686be37b6e16a/docker/Dockerfile"
