repo;pouet;numL;page;page-href;linkToRepo;linkToDockerfile
"coduno/docker";"FROM coduno/base";"1";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/coduno/docker";"/coduno/docker/blob/3d6c6a3ae7fca8a050f5cc81e53651cb36d19627/groovy/Dockerfile"
"xqopen/docker-ubuntu-ssh";"RUN apt-get update -y && apt-get install -y ssh-client";"2";"Previous";"https://github.com/search?p=80&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/xqopen/docker-ubuntu-ssh";"/xqopen/docker-ubuntu-ssh/blob/3997ac2b1c627d79cbb9fa466531408cefc6b374/Dockerfile"
"charlieegan3/docker-pg-replication";"";"2";"Previous";"https://github.com/search?p=30&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/charlieegan3/docker-pg-replication";"/charlieegan3/docker-pg-replication/blob/d543681dfe6c169845d2d25b18bf0b80432210af/master/Dockerfile"
"euranova/docker-java_with_libreoffice";"FROM java:8-jre";"1";"Previous";"https://github.com/search?p=90&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/euranova/docker-java_with_libreoffice";"/euranova/docker-java_with_libreoffice/blob/380cddd1ee4b224cb59d0d72803cd2589991c938/Dockerfile"
"benashford/devdocker";"RUN apt-get -y update && apt-get -y install python3.5";"3";"Previous";"https://github.com/search?p=50&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/benashford/devdocker";"/benashford/devdocker/blob/16ffd80ca2f27d79ec0fbe8631603ca5cb008f25/python/3.5/Dockerfile"
"sdurr/docker";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=29&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sdurr/docker";"/sdurr/docker/blob/dc8344fff357bb392d03a0d3dd73a88ee5c00f64/mission03/Dockerfile"
"rezpablo/dockerfiles";"apt-get update";"6";"Previous";"https://github.com/search?p=26&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rezpablo/dockerfiles";"/rezpablo/dockerfiles/blob/2f946ea6a337656d95d531eff24466e4c7a0ec6f/debian_base/Dockerfile"
"damitou/cyoutestnew";"CMD [""nginx""]";"5";"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/damitou/cyoutestnew";"/damitou/cyoutestnew/blob/efca4eccabd643a72678112c8f9adc82359839e8/Dockerfile"
"yuvaraj951/azureDb-grafana";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=92&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yuvaraj951/azureDb-grafana";"/yuvaraj951/azureDb-grafana/blob/00342baef0db90c5f1b96036a53b66ddcebbfd0f/docker/debtest/Dockerfile"
"shopwazs/Ruby";"ENTRYPOINT [""ping""]";"5";"Previous";"https://github.com/search?p=10&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shopwazs/Ruby";"/shopwazs/Ruby/blob/4ddc17ae2e2546f63976ddc60de4f1284d32d783/test-docker/Dockerfile"
"jamesidw/gmobile";"curl \";"4";"Previous";"https://github.com/search?p=54&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jamesidw/gmobile";"/jamesidw/gmobile/blob/d4ac07d8e3fec70791e2bdce05b7baa040fe5e75/Dockerfile"
"tcnksm-sample/docker-osx";"";"2";"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tcnksm-sample/docker-osx";"/tcnksm-sample/docker-osx/blob/2ffef9a723a3dcea3a32a0ec029009d44cbaa8fd/Dockerfile"
"fbdapp/service_debian";"ENV DEBIAN_FRONTEND to noninteractive";"3";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fbdapp/service_debian";"/fbdapp/service_debian/blob/2f0444b970fd3c86d2baed227670d3d5262a85b0/service_debian/Dockerfile"
"cloudfoundry/runtime-ci";"ENV HOME /root";"3";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cloudfoundry/runtime-ci";"/cloudfoundry/runtime-ci/blob/8fd52ed0b4a1d016c498571c499e26cf25361de0/scripts/ci/create-release-notes-template/Dockerfile"
"kisel/meteord-imagemagick";"FROM meteorhacks/meteord:base";"1";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kisel/meteord-imagemagick";"/kisel/meteord-imagemagick/blob/cbbf86196190b4563773849402999ccfe16a1157/Dockerfile"
"ewoutp/rpi-gcc-docker";"FROM resin/rpi-raspbian";"1";"Previous";"https://github.com/search?p=77&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ewoutp/rpi-gcc-docker";"/ewoutp/rpi-gcc-docker/blob/9ebafed792cf3c345ad63fb2ce4ec36a5b3f5081/Dockerfile"
"lzimm/docker-java";"apt-get -y install openjdk-8-jre-headless \";"6";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lzimm/docker-java";"/lzimm/docker-java/blob/686da65e3bd4c5b6fa2932ca96de2359a0bc4006/Dockerfile"
"cam-stitt/docker-python-deadsnakes";"MAINTAINER Cameron Stitt <cameron@cam.st>";"3";"Previous";"https://github.com/search?p=71&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cam-stitt/docker-python-deadsnakes";"/cam-stitt/docker-python-deadsnakes/blob/2201c5fbd0511d5513b08af84c976ccab3e14119/Dockerfile"
"allingeek/pollendina";"RUN apt-get update && apt-get upgrade -y && apt-get install -y openssl";"2";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/allingeek/pollendina";"/allingeek/pollendina/blob/29f60488d4873321c10b6d08b416650037810a1a/bases/debian/Dockerfile"
"rekibnikufesin/docker-compose";"";"3";"Previous";"https://github.com/search?p=21&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rekibnikufesin/docker-compose";"/rekibnikufesin/docker-compose/blob/20008443a5dfe6d6aed599e6cf1f4b5a1d15fe11/api/Dockerfile"
"tclchiam/RomanNumeralKataC";"RUN apt-get install -y check";"10";"Previous";"https://github.com/search?p=77&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tclchiam/RomanNumeralKataC";"/tclchiam/RomanNumeralKataC/blob/e1b3829eb304cf0006341a7b730c17f1dc19d3f5/Dockerfile"
"foDocker/fodocker-sample";"WORKDIR /opt";"7";"Previous";"https://github.com/search?p=22&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/foDocker/fodocker-sample";"/foDocker/fodocker-sample/blob/e0fcb04b9e4a3ca1205cc89e7cd9a3b794541644/Dockerfile"
"ChristopherBiscardi/docker-hub-webhook";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=13&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ChristopherBiscardi/docker-hub-webhook";"/ChristopherBiscardi/docker-hub-webhook/blob/18e88ed48ff23e8099084fd346800f7ab01bfec0/Dockerfile"
"moonscale/ssh-client";"RUN apt-get update && apt-get install openssh-client -y";"3";"Previous";"https://github.com/search?p=95&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moonscale/ssh-client";"/moonscale/ssh-client/blob/0aa363fa23e32a0521d5534ba78da01ae4179f41/Dockerfile"
"tuyy123/grafana";"RUN apt-get update && apt-get install -y vim";"3";"Previous";"https://github.com/search?p=80&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tuyy123/grafana";"/tuyy123/grafana/blob/33b89ada25847e07b8f8f5d5c3df7435c44778fa/docker/debtest/Dockerfile"
"mumuki/mumuki-prolog-runner";"RUN apt-get update && apt-get install -y swi-prolog";"3";"Previous";"https://github.com/search?p=88&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mumuki/mumuki-prolog-runner";"/mumuki/mumuki-prolog-runner/blob/b7528e2c130f33f40ecee68ff57ded49105ff459/worker/Dockerfile"
"JeromeCosmo/notification-center";"FROM kibana:latest";"1";"Previous";"https://github.com/search?p=19&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/JeromeCosmo/notification-center";"/JeromeCosmo/notification-center/blob/6ba6ff778496f7b4b3db5a43b3a74c457e329a59/imagesDocker/kibana/Dockerfile"
"vivekjuneja/dockerfiles";"";"2";"Previous";"https://github.com/search?p=74&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vivekjuneja/dockerfiles";"/vivekjuneja/dockerfiles/blob/5e7120141877d48d6c94f6546df4e5605ca96451/debian-base/Dockerfile"
"robobario/repl";"CMD [""irb""]";"3";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/robobario/repl";"/robobario/repl/blob/e97ead1e0d47972df00afe708131e4a27ece2b0a/docker-repls/ruby/Dockerfile"
"dsklopp/docker_recipes";"RUN apt-get -y install git";"7";"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dsklopp/docker_recipes";"/dsklopp/docker_recipes/blob/19b747c4281b34edfc9235d458c3653ea52da1db/wlan_mib_ap_scanner/Dockerfile"
"taskworld/docker-stunnel";"RUN apt-get -y install stunnel";"3";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/taskworld/docker-stunnel";"/taskworld/docker-stunnel/blob/1c216f359f896c8c3de963d411b0f2b5ddb56fc6/Dockerfile"
"tuyy123/grafana";"ADD *.deb /tmp/";"5";"Previous";"https://github.com/search?p=89&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tuyy123/grafana";"/tuyy123/grafana/blob/33b89ada25847e07b8f8f5d5c3df7435c44778fa/docker/debtest/Dockerfile"
"powareverb/docker-java-armhf";"FROM resin/rpi-raspbian:jessie";"1";"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/powareverb/docker-java-armhf";"/powareverb/docker-java-armhf/blob/8817177c6475fcb134a27b56af3565e83e449a12/Dockerfile"
"petipapagaj/docker-base";"FROM ubuntu:latest";"1";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/petipapagaj/docker-base";"/petipapagaj/docker-base/blob/829e0e4e20208d62df4ca600c4c4250bb79db0ea/Dockerfile"
"bahlo/dockerfiles";"";"2";"Previous";"https://github.com/search?p=64&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bahlo/dockerfiles";"/bahlo/dockerfiles/blob/90dfd4c27067e6243601cabc242a5f07e7a6d285/rsync/Dockerfile"
"onDevio/docker-drcon";"RUN apt-get update -y";"2";"Previous";"https://github.com/search?p=20&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/onDevio/docker-drcon";"/onDevio/docker-drcon/blob/5eacb0cc146fd03abd37114d1ca40b597134819e/ab/Dockerfile"
"cloudfoundry/runtime-ci";"apt-get -y install \";"7";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cloudfoundry/runtime-ci";"/cloudfoundry/runtime-ci/blob/8fd52ed0b4a1d016c498571c499e26cf25361de0/scripts/ci/create-release-notes-template/Dockerfile"
"tleyden/docker";"";"2";"Previous";"https://github.com/search?p=51&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tleyden/docker";"/tleyden/docker/blob/738b368370c5d58ea196921898cce474543c9a71/deps-fail/Dockerfile"
"afrith/docker-node-mapnik";"FROM afrith/node-xenial";"1";"Previous";"https://github.com/search?p=76&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/afrith/docker-node-mapnik";"/afrith/docker-node-mapnik/blob/84a641e75cace1f113756df2f472513819365637/Dockerfile"
"BU-NU-CLOUD-SP16/Lambda-on-OpenStack";"RUN apt-get update";"5";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/BU-NU-CLOUD-SP16/Lambda-on-OpenStack";"/BU-NU-CLOUD-SP16/Lambda-on-OpenStack/blob/8b5fba5b82f50d6b559d0f398ec81fa09c366871/ProvisionScripts/Dockerfile"
"CancerCollaboratory/dockstore-tool-samtools-sort";"";"2";"Previous";"https://github.com/search?p=56&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/CancerCollaboratory/dockstore-tool-samtools-sort";"/CancerCollaboratory/dockstore-tool-samtools-sort/blob/3fb71f2b8a6cfe9507ca126a2b024eb879dab6e4/Dockerfile"
"gbgdev/tcc";"";"2";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/gbgdev/tcc";"/gbgdev/tcc/blob/c4dc628e686e707cdf4e15cad55783b7edffd866/nginx-git/Dockerfile"
"foDocker/fodocker-sample";"RUN apt-get install -y curl";"4";"Previous";"https://github.com/search?p=22&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/foDocker/fodocker-sample";"/foDocker/fodocker-sample/blob/e0fcb04b9e4a3ca1205cc89e7cd9a3b794541644/Dockerfile"
"sandeeplamb/Docker";"ENV DEBIAN_FRONTEND noninteractive";"2";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sandeeplamb/Docker";"/sandeeplamb/Docker/blob/56a4fb0307db907fc239342a58e3fb224e5d5547/Dockerfile"
"morevnaproject/morevna-builds";"make";"15";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/morevnaproject/morevna-builds";"/morevnaproject/morevna-builds/blob/375971891eb7cd8ea5afd222cf526c51663140d1/docker/debian-7-64bit/Dockerfile"
"tothanhcong/congtodockerfile";"RUN apt-get install curl -y";"3";"Previous";"https://github.com/search?p=15&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tothanhcong/congtodockerfile";"/tothanhcong/congtodockerfile/blob/ed9352fe469e0cf45e6711b61f349e8ff0fb2ad4/Dockerfile"
"mumuki/mumuki-prolog-runner";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=88&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mumuki/mumuki-prolog-runner";"/mumuki/mumuki-prolog-runner/blob/b7528e2c130f33f40ecee68ff57ded49105ff459/worker/Dockerfile"
"salomvary/openstreetmap-docker";"FROM postgres";"1";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/salomvary/openstreetmap-docker";"/salomvary/openstreetmap-docker/blob/72905953c71dfdc8108178df8bc465832482b702/database/Dockerfile"
"ChrisEdwards/docker-tpp";"RUN apt-get install -y tpp figlet";"4";"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ChrisEdwards/docker-tpp";"/ChrisEdwards/docker-tpp/blob/30e5a5e0ff35d578c65104ed1f166417bbd993e8/Dockerfile"
"yhung124/multi-docker";"CMD ""bash""";"6";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yhung124/multi-docker";"/yhung124/multi-docker/blob/279efee86d47864fb2952cb9a21de71cf4cd6a7e/project-1/Dockerfile"
"rgarbi/docker_hammer";"RUN apt-get install parallel";"4";"Previous";"https://github.com/search?p=13&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rgarbi/docker_hammer";"/rgarbi/docker_hammer/blob/e61f6ba563b7e789a7c0d3c7210dfbe8dd2c92a8/Dockerfile"
"fifaquake/CDevDocker";"Run apt-get -y install git";"5";"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fifaquake/CDevDocker";"/fifaquake/CDevDocker/blob/dd96f7028fb674edfed49f3c1c8d8654f452af51/Dockerfile"
"anonymokata/8F168A94-A24E-4430-BB04-1A8143C5C40A";"RUN apt-get install -y emacs24-nox";"6";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/anonymokata/8F168A94-A24E-4430-BB04-1A8143C5C40A";"/anonymokata/8F168A94-A24E-4430-BB04-1A8143C5C40A/blob/68b7bd3e301b81368e1bce89d793fbb12aba7dd6/docker/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/awk.dockerfile"
"basho-labs/docker-images";"RUN apt-get dist-upgrade -y";"1";"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/basho-labs/docker-images";"/basho-labs/docker-images/blob/f6a7eef29fbbc820e9b27c7e5efbc7ccf58386fc/tools/build-essential/debian/upgrade.Dockerfile"
"eadz/dockerfile-ubuntu";"RUN apt-get update && apt-get upgrade -y";"3";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/eadz/dockerfile-ubuntu";"/eadz/dockerfile-ubuntu/blob/efd694a9cc1aa8d15e79ef76e23b9c548e2e04b1/Dockerfile"
"schmatz/encoding-server";"RUN apt-get -y update && apt-get install -y lame libmp3lame0";"2";"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/schmatz/encoding-server";"/schmatz/encoding-server/blob/ac73de5559589adf2bf340cf87063a54ea48aed1/Dockerfile"
"goodideal/docker-ubuntu-ssh";"FROM ubuntu:latest";"1";"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/goodideal/docker-ubuntu-ssh";"/goodideal/docker-ubuntu-ssh/blob/147a6486c21c33826f987bec796f73c78ca66103/Dockerfile"
"moul/docker-dput";"CMD [""-h""]";"6";"Previous";"https://github.com/search?p=56&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moul/docker-dput";"/moul/docker-dput/blob/766eff3f6bffec811b741f296f6570497d5f164c/Dockerfile"
"fits/try_samples";"RUN pip install --upgrade pip";"5";"Previous";"https://github.com/search?p=62&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/docker/python3_keras/Dockerfile"
"yhung124/multi-docker";"";"5";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yhung124/multi-docker";"/yhung124/multi-docker/blob/279efee86d47864fb2952cb9a21de71cf4cd6a7e/project-1/Dockerfile"
"lzimm/docker-java";"FROM library/ubuntu:vivid";"1";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lzimm/docker-java";"/lzimm/docker-java/blob/686da65e3bd4c5b6fa2932ca96de2359a0bc4006/Dockerfile"
"lodestreams/BusyTools";"FROM dockerfile/nodejs-bower-gulp";"1";"Previous";"https://github.com/search?p=2&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lodestreams/BusyTools";"/lodestreams/BusyTools/blob/4d31d3d7d55d3845ea8c26679c1d69015e37dcca/Dockerfile"
"kamyh/pa-inphinity";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=22&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kamyh/pa-inphinity";"/kamyh/pa-inphinity/blob/56b38db381a81881c49df09ae74ffa571eea1177/Project/attempts_archives/test_sshd/Dockerfile"
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/haxe.dockerfile"
"Reposoft/docker-svn";"apt-get clean";"6";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Reposoft/docker-svn";"/Reposoft/docker-svn/blob/47bbc0737263cf9c33b19ed7897227fbe1e013bc/debian-svnclient/Dockerfile"
"thomasleveil/elk-jmeter";"";"2";"Previous";"https://github.com/search?p=25&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/thomasleveil/elk-jmeter";"/thomasleveil/elk-jmeter/blob/17f2acfa639d427a14c71b150eb7c69efb3b03ef/logstash/Dockerfile"
"kenpu/docker-sqlite3-cli";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=38&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kenpu/docker-sqlite3-cli";"/kenpu/docker-sqlite3-cli/blob/b6286c280aaf91f8c200e4e01ad3a8e25c7eb31b/docker/Dockerfile"
"morevnaproject/morevna-builds";"";"16";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/morevnaproject/morevna-builds";"/morevnaproject/morevna-builds/blob/375971891eb7cd8ea5afd222cf526c51663140d1/docker/debian-7-64bit/Dockerfile"
"TetsuoS/raspi-docker-image";"RUN apt-get install -y samba";"3";"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TetsuoS/raspi-docker-image";"/TetsuoS/raspi-docker-image/blob/1477eca63e766d985ebcda1392d448864da4e068/Dockerfile"
"vtslab/ilpdemo";"";"2";"Previous";"https://github.com/search?p=11&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vtslab/ilpdemo";"/vtslab/ilpdemo/blob/234e1bae75e87473862c5a26267b349845258a6d/mainServer/Dockerfile"
"MarkRedeman/docker-executables";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/MarkRedeman/docker-executables";"/MarkRedeman/docker-executables/blob/cc8fb685402bc805ddac4f6a8c80777bbc32f43f/dockerfiles/shell/shellcheck.Dockerfile"
"vtslab/ilpdemo";"#RUN pip3 install websockets";"4";"Previous";"https://github.com/search?p=11&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vtslab/ilpdemo";"/vtslab/ilpdemo/blob/234e1bae75e87473862c5a26267b349845258a6d/mainServer/Dockerfile"
"benjaminguttmann-avtq/concourse_ci_blog";"apt-get install -y golang";"5";"Previous";"https://github.com/search?p=79&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/benjaminguttmann-avtq/concourse_ci_blog";"/benjaminguttmann-avtq/concourse_ci_blog/blob/360cc7f684d13a35387d2ba3e4729d88d160657a/Dockerfile"
"fmd/damus";"run apt-get -y update";"2";"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fmd/damus";"/fmd/damus/blob/46857c345ef4d435ccfb2898794aa065cfa1b9f3/apps/expl/base/Dockerfile"
"iblanque/BIMCV-Use_Case";"RUN git clone https://github.com/grycap/ec3";"4";"Previous";"https://github.com/search?p=75&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/iblanque/BIMCV-Use_Case";"/iblanque/BIMCV-Use_Case/blob/6216ead2efb204fa5deac0bfe0e683b209e09bd8/Dockerfile"
"tambora-org/dockerCRE";"";"2";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tambora-org/dockerCRE";"/tambora-org/dockerCRE/blob/9e638094eb4f56e0dd08c0ebff55cd96df641c6b/proxy/Dockerfile"
"ChrisEdwards/docker-tpp";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ChrisEdwards/docker-tpp";"/ChrisEdwards/docker-tpp/blob/30e5a5e0ff35d578c65104ed1f166417bbd993e8/Dockerfile"
"lukasheinrich/weinberg-exp";"RUN apt-get update && apt-get install -y gettext";"3";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lukasheinrich/weinberg-exp";"/lukasheinrich/weinberg-exp/blob/c44f92013259c4b46c4f2cf4506bbefb212c5f64/Dockerfile"
"fits/try_samples";"RUN apt-get clean";"10";"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/blog/20160920/keras_mnist/docker/Dockerfile"
"aep/docker-elixir";"FROM elixir:1.3.1";"1";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aep/docker-elixir";"/aep/docker-elixir/blob/5f2314de324cd1ecac8a31a1bc6c480078b16f1a/Dockerfile"
"SHolota/monitoring";"RUN		apt-get install -y vim wget curl";"4";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/SHolota/monitoring";"/SHolota/monitoring/blob/102b04b379f01cee090a4a083074b1fa9ff3b883/base/Dockerfile"
